#num, latitude, longitude, rssi
2067, 42.388748, -71.202209,-127.0
2071, 42.388840, -71.202209,-125.0
2074, 42.388901, -71.202209,-121.0
2076, 42.388947, -71.202240,-127.0
2080, 42.389023, -71.202271,-118.0
2081, 42.389053, -71.202271,-119.0
2082, 42.389069, -71.202271,-123.0
2083, 42.389099, -71.202271,-112.0
2084, 42.389114, -71.202271,-121.0
2085, 42.389145, -71.202271,-123.0
2086, 42.389160, -71.202301,-122.0
2087, 42.389175, -71.202332,-125.0
2088, 42.389206, -71.202332,-117.0
2089, 42.389236, -71.202362,-117.0
2090, 42.389252, -71.202362,-114.0
2091, 42.389267, -71.202362,-115.0
2092, 42.389282, -71.202393,-117.0
2093, 42.389313, -71.202393,-111.0
2094, 42.389328, -71.202393,-110.0
2095, 42.389343, -71.202423,-113.0
2096, 42.389359, -71.202423,-109.0
2097, 42.389389, -71.202423,-122.0
2098, 42.389404, -71.202423,-107.0
2099, 42.389420, -71.202454,-103.0
2100, 42.389435, -71.202484,-99.0
2101, 42.389435, -71.202515,-101.0
2102, 42.389420, -71.202515,-106.0
2103, 42.389420, -71.202545,-110.0
2104, 42.389404, -71.202515,-108.0
2105, 42.389404, -71.202515,-112.0
2107, 42.389374, -71.202423,-116.0
2108, 42.389374, -71.202423,-115.0
2109, 42.389359, -71.202423,-118.0
2110, 42.389359, -71.202423,-115.0
2111, 42.389359, -71.202423,-117.0
2112, 42.389343, -71.202423,-114.0
2113, 42.389343, -71.202423,-109.0
2114, 42.389343, -71.202423,-110.0
2115, 42.389343, -71.202423,-111.0
2116, 42.389343, -71.202423,-111.0
2117, 42.389343, -71.202454,-111.0
2118, 42.389343, -71.202454,-111.0
2119, 42.389343, -71.202454,-110.0
2120, 42.389343, -71.202454,-115.0
2121, 42.389359, -71.202484,-111.0
2122, 42.389359, -71.202484,-112.0
2123, 42.389359, -71.202515,-112.0
2124, 42.389374, -71.202515,-114.0
2125, 42.389374, -71.202515,-113.0
2126, 42.389359, -71.202545,-114.0
2127, 42.389359, -71.202545,-101.0
2128, 42.389374, -71.202545,-105.0
2129, 42.389343, -71.202484,-114.0
2130, 42.389328, -71.202454,-106.0
2131, 42.389297, -71.202362,-95.0
2132, 42.389252, -71.202240,-103.0
2133, 42.389206, -71.202087,-93.0
2134, 42.389221, -71.202026,-97.0
2135, 42.389221, -71.202026,-94.0
2136, 42.389267, -71.202148,-91.0
2137, 42.389313, -71.202271,-83.0
2138, 42.389359, -71.202393,-78.0
2139, 42.389389, -71.202454,-82.0
2140, 42.389404, -71.202515,-78.0
2141, 42.389435, -71.202576,-86.0
2142, 42.389450, -71.202606,-84.0
2143, 42.389465, -71.202637,-71.0
2144, 42.389481, -71.202667,-80.0
2145, 42.389481, -71.202667,-74.0
2146, 42.389481, -71.202667,-79.0
2147, 42.389481, -71.202667,-78.0
2148, 42.389481, -71.202667,-76.0
2149, 42.389481, -71.202667,-73.0
2150, 42.389481, -71.202667,-75.0
2151, 42.389465, -71.202667,-75.0
2152, 42.389465, -71.202667,-74.0
2153, 42.389465, -71.202667,-75.0
17, 42.389526, -71.202881,-79.0
18, 42.389526, -71.202881,-74.0
19, 42.389526, -71.202881,-74.0
20, 42.389511, -71.202820,-74.0
21, 42.389511, -71.202759,-75.0
22, 42.389511, -71.202759,-77.0
23, 42.389511, -71.202759,-75.0
24, 42.389511, -71.202728,-76.0
25, 42.389511, -71.202728,-76.0
26, 42.389511, -71.202728,-76.0
27, 42.389511, -71.202728,-76.0
28, 42.389511, -71.202728,-74.0
29, 42.389511, -71.202728,-74.0
30, 42.389511, -71.202728,-75.0
31, 42.389511, -71.202728,-74.0
32, 42.389511, -71.202728,-74.0
33, 42.389511, -71.202728,-75.0
34, 42.389511, -71.202728,-75.0
35, 42.389526, -71.202728,-74.0
36, 42.389526, -71.202698,-76.0
37, 42.389526, -71.202698,-76.0
38, 42.389526, -71.202698,-82.0
39, 42.389526, -71.202698,-82.0
40, 42.389526, -71.202698,-81.0
41, 42.389526, -71.202698,-82.0
42, 42.389526, -71.202698,-82.0
43, 42.389511, -71.202698,-81.0
44, 42.389511, -71.202667,-74.0
45, 42.389511, -71.202667,-73.0
46, 42.389511, -71.202667,-74.0
47, 42.389496, -71.202667,-73.0
48, 42.389496, -71.202667,-73.0
49, 42.389496, -71.202667,-74.0
50, 42.389496, -71.202667,-74.0
51, 42.389496, -71.202637,-74.0
53, 42.389481, -71.202606,-74.0
54, 42.389465, -71.202606,-75.0
55, 42.389465, -71.202606,-74.0
56, 42.389465, -71.202576,-74.0
57, 42.389465, -71.202576,-74.0
58, 42.389465, -71.202576,-75.0
59, 42.389450, -71.202576,-75.0
60, 42.389450, -71.202576,-74.0
61, 42.389435, -71.202545,-75.0
62, 42.389435, -71.202545,-75.0
63, 42.389435, -71.202545,-74.0
64, 42.389435, -71.202515,-74.0
65, 42.389435, -71.202515,-75.0
66, 42.389435, -71.202484,-82.0
67, 42.389435, -71.202484,-81.0
68, 42.389435, -71.202484,-81.0
69, 42.389435, -71.202515,-81.0
70, 42.389435, -71.202515,-81.0
71, 42.389420, -71.202515,-100.0
72, 42.389420, -71.202515,-73.0
73, 42.389420, -71.202515,-74.0
74, 42.389420, -71.202545,-74.0
75, 42.389420, -71.202576,-73.0
76, 42.389420, -71.202576,-73.0
77, 42.389420, -71.202637,-73.0
78, 42.389420, -71.202637,-74.0
79, 42.389420, -71.202667,-73.0
80, 42.389435, -71.202698,-73.0
81, 42.389435, -71.202698,-73.0
82, 42.389435, -71.202667,-73.0
83, 42.389435, -71.202667,-73.0
84, 42.389435, -71.202667,-73.0
85, 42.389435, -71.202667,-74.0
86, 42.389435, -71.202667,-81.0
87, 42.389435, -71.202667,-77.0
88, 42.389420, -71.202667,-77.0
89, 42.389420, -71.202667,-75.0
90, 42.389420, -71.202667,-75.0
91, 42.389420, -71.202698,-74.0
92, 42.389404, -71.202728,-75.0
93, 42.389404, -71.202759,-76.0
94, 42.389404, -71.202759,-77.0
95, 42.389404, -71.202789,-84.0
96, 42.389420, -71.202789,-83.0
97, 42.389420, -71.202789,-82.0
98, 42.389420, -71.202820,-82.0
99, 42.389435, -71.202820,-82.0
100, 42.389435, -71.202820,-82.0
101, 42.389450, -71.202850,-82.0
102, 42.389450, -71.202881,-73.0
104, 42.389435, -71.202911,-73.0
105, 42.389450, -71.202942,-73.0
106, 42.389450, -71.202942,-73.0
107, 42.389450, -71.202942,-73.0
108, 42.389450, -71.202942,-72.0
109, 42.389465, -71.202942,-73.0
110, 42.389481, -71.202942,-73.0
111, 42.389481, -71.202942,-73.0
112, 42.389511, -71.203003,-73.0
113, 42.389526, -71.203003,-73.0
114, 42.389542, -71.202972,-72.0
115, 42.389542, -71.202942,-73.0
116, 42.389542, -71.202972,-72.0
117, 42.389542, -71.202972,-73.0
118, 42.389542, -71.202942,-73.0
119, 42.389542, -71.202942,-72.0
120, 42.389542, -71.202942,-73.0
121, 42.389526, -71.202911,-73.0
122, 42.389526, -71.202911,-73.0
123, 42.389526, -71.202881,-72.0
124, 42.389526, -71.202881,-73.0
125, 42.389511, -71.202881,-73.0
126, 42.389481, -71.202881,-73.0
127, 42.389511, -71.202820,-73.0
128, 42.389542, -71.202820,-73.0
129, 42.389526, -71.202789,-74.0
130, 42.389496, -71.202759,-73.0
131, 42.389496, -71.202728,-72.0
132, 42.389496, -71.202728,-72.0
133, 42.389481, -71.202698,-72.0
134, 42.389481, -71.202698,-73.0
135, 42.389465, -71.202698,-72.0
136, 42.389496, -71.202698,-73.0
137, 42.389496, -71.202667,-72.0
138, 42.389511, -71.202667,-75.0
139, 42.389511, -71.202667,-74.0
140, 42.389511, -71.202637,-73.0
141, 42.389526, -71.202637,-74.0
142, 42.389511, -71.202637,-75.0
143, 42.389481, -71.202637,-72.0
144, 42.389465, -71.202637,-73.0
145, 42.389465, -71.202637,-73.0
146, 42.389465, -71.202637,-73.0
147, 42.389465, -71.202637,-73.0
148, 42.389465, -71.202637,-73.0
149, 42.389465, -71.202667,-73.0
150, 42.389465, -71.202667,-73.0
151, 42.389450, -71.202667,-73.0
152, 42.389450, -71.202667,-73.0
153, 42.389450, -71.202667,-73.0
154, 42.389435, -71.202667,-73.0
155, 42.389435, -71.202667,-73.0
156, 42.389450, -71.202667,-75.0
157, 42.389435, -71.202667,-75.0
158, 42.389435, -71.202667,-75.0
159, 42.389435, -71.202667,-76.0
160, 42.389435, -71.202667,-76.0
161, 42.389435, -71.202667,-75.0
162, 42.389435, -71.202667,-75.0
163, 42.389435, -71.202667,-75.0
164, 42.389435, -71.202667,-75.0
165, 42.389435, -71.202667,-74.0
166, 42.389435, -71.202667,-74.0
167, 42.389435, -71.202667,-74.0
168, 42.389420, -71.202698,-74.0
169, 42.389404, -71.202698,-74.0
170, 42.389404, -71.202698,-74.0
171, 42.389404, -71.202698,-73.0
172, 42.389404, -71.202698,-73.0
173, 42.389404, -71.202698,-74.0
174, 42.389389, -71.202698,-73.0
175, 42.389389, -71.202698,-74.0
176, 42.389389, -71.202698,-74.0
177, 42.389404, -71.202698,-74.0
178, 42.389404, -71.202698,-79.0
179, 42.389404, -71.202698,-72.0
180, 42.389404, -71.202698,-84.0
181, 42.389404, -71.202698,-77.0
182, 42.389404, -71.202698,-77.0
183, 42.389420, -71.202698,-77.0
184, 42.389420, -71.202698,-77.0
185, 42.389420, -71.202698,-77.0
186, 42.389420, -71.202698,-77.0
187, 42.389420, -71.202698,-77.0
188, 42.389420, -71.202698,-77.0
189, 42.389420, -71.202698,-78.0
190, 42.389420, -71.202698,-77.0
191, 42.389420, -71.202698,-77.0
192, 42.389420, -71.202698,-77.0
193, 42.389435, -71.202698,-77.0
194, 42.389435, -71.202698,-77.0
195, 42.389450, -71.202698,-77.0
196, 42.389450, -71.202698,-77.0
197, 42.389450, -71.202698,-77.0
198, 42.389465, -71.202698,-77.0
199, 42.389450, -71.202698,-77.0
200, 42.389435, -71.202728,-78.0
201, 42.389435, -71.202728,-77.0
202, 42.389435, -71.202728,-77.0
203, 42.389435, -71.202728,-77.0
204, 42.389420, -71.202728,-78.0
205, 42.389420, -71.202728,-77.0
206, 42.389420, -71.202728,-77.0
207, 42.389420, -71.202728,-78.0
208, 42.389420, -71.202728,-77.0
209, 42.389420, -71.202728,-77.0
210, 42.389420, -71.202728,-77.0
211, 42.389404, -71.202728,-77.0
213, 42.389404, -71.202728,-77.0
214, 42.389404, -71.202728,-77.0
215, 42.389404, -71.202728,-78.0
216, 42.389404, -71.202728,-77.0
217, 42.389404, -71.202728,-77.0
218, 42.389404, -71.202728,-77.0
219, 42.389404, -71.202728,-78.0
221, 42.389420, -71.202728,-78.0
222, 42.389420, -71.202728,-78.0
223, 42.389420, -71.202728,-78.0
224, 42.389420, -71.202728,-77.0
225, 42.389420, -71.202728,-77.0
226, 42.389420, -71.202728,-78.0
227, 42.389435, -71.202728,-78.0
228, 42.389435, -71.202728,-79.0
229, 42.389435, -71.202728,-78.0
230, 42.389435, -71.202728,-78.0
231, 42.389435, -71.202728,-78.0
232, 42.389435, -71.202728,-78.0
233, 42.389435, -71.202728,-78.0
234, 42.389435, -71.202728,-77.0
235, 42.389435, -71.202728,-78.0
236, 42.389420, -71.202728,-79.0
237, 42.389420, -71.202728,-78.0
238, 42.389420, -71.202728,-78.0
239, 42.389420, -71.202728,-78.0
240, 42.389420, -71.202728,-78.0
241, 42.389420, -71.202728,-78.0
242, 42.389420, -71.202728,-78.0
243, 42.389420, -71.202728,-78.0
244, 42.389420, -71.202728,-78.0
